movieId,imgLink,summary,
7773,"https://m.media-amazon.com/images/M/MV5BYTU0Zjc4ZTktOWY5ZC00ZTM0LWE5M2QtY2U0ZGYxZjFhMWU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL__QL50.jpg","Trevor is a troubled high school student, thanks to the effects of bullying. This is the story of his fight to break free.",
,,,
7781,"https://m.media-amazon.com/images/M/MV5BM2Y1ZjY5YmYtYjZhYy00OWRhLTk0NjEtNzQ1MTE3ZGY3OGUzXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Delusional and spoiled Maureen and her eccentric brother Howdy decide to track down and meet their estranged mother, all while the drama of dysfunctional relationships, disastrous weather conditions and a dark family secret ensue.",
,,,
7782,"https://m.media-amazon.com/images/M/MV5BZWUzOGNjMzItZmM5MC00NTQzLTk3YjQtZWMwZmRhOGJhZDczXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",A US Marine sniper is partnered with a SWAT member to take out rebel leaders in the jungles of Panama.,
,,,
7786,"https://m.media-amazon.com/images/M/MV5BNzAwNTI4NTczNV5BMl5BanBnXkFtZTcwNDE3NDQyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","San Francisco bluesman and composer, Paul Pe�a makes a musical pilgrimage to the land of Tuva.",
,,,
7789,"https://m.media-amazon.com/images/M/MV5BMzkxMjI4MjYtNjYzMC00ZTE1LWJlNjAtNWIyYzU3Njc3ODRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",The effects of the 9/11 terrorist attacks are told from different points of view around the world.,
,,,
7792,"https://m.media-amazon.com/images/M/MV5BMzljZDcyNGEtYWMyOC00MTJmLTljMzEtYmJiZjY1NDA1ZDU4XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",An ambitious reporter gets in way-over-his-head trouble while investigating a senator's assassination which leads to a vast conspiracy involving a multinational corporation behind every event in the world's headlines.,
,,,
7802,"https://m.media-amazon.com/images/M/MV5BYTU2MWRiMTMtYzAzZi00NGYzLTlkMDEtNWQ3MzZlNTJlNzZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down.",
,,,
7810,"https://m.media-amazon.com/images/M/MV5BYWJmMzMwMzItYTc2OC00OTUxLThlYTMtYWY5NjMwODA3OWQ0XkEyXkFqcGdeQXVyMzYyMzU2OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","The Drakh, allies of the Shadows, seek revenge against humanity after the Second Shadow War.",
,,,
7811,"https://m.media-amazon.com/images/M/MV5BMTcxMTYwNTAzM15BMl5BanBnXkFtZTcwMjc0ODAyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A group of Soul Hunters come to Babylon 5 demanding the return of something that was stolen from them.,
,,,
7812,"https://m.media-amazon.com/images/M/MV5BMTIwODAxNTM2MV5BMl5BanBnXkFtZTYwNjY4NDE5._V1_UX182_CR0,0,182,268_AL__QL50.jpg",The crew of Babylon 5 discover an ancient artifact floating in hyperspace.,
,,,
7815,"https://m.media-amazon.com/images/M/MV5BYWU0Njc3YTYtNDEyYi00ZWNhLTk5YWQtYzhhNTM5OTYzOTVhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A small but growing Texas town, filled with strange and musical characters, celebrates its sesquicentennial and converge on a local parade and talent show.",
,,,
7820,"https://m.media-amazon.com/images/M/MV5BZjgyMzZkMGUtNTBhZC00OTkzLWI4ZmMtYzcwMzc5MjQ0YTM3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY268_CR9,0,182,268_AL__QL50.jpg","An innocent yet pampered young virgin and her family's pregnant and jealous servant set out to deliver candles to church, but only one returns from events that transpire in the woods along the way.",
,,,
7822,"https://m.media-amazon.com/images/M/MV5BMzIxMTI3ZTEtMmQzNi00ZWE0LTk4YmYtMzE1MWFmODc0ZDIzXkEyXkFqcGdeQXVyNTkxMzEwMzU@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","On a Kenyan safari, white hunter Victor Marswell has a love triangle with seductive American socialite Eloise Kelly and anthropologist Donald Nordley's cheating wife Linda.",
,,,
7826,"https://m.media-amazon.com/images/M/MV5BMTQzOTUwNjk3NV5BMl5BanBnXkFtZTgwODk0MDgyMTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A clumsy daydreamer gets caught up in a sinister conspiracy.,
,,,
7831,"https://m.media-amazon.com/images/M/MV5BMjA1Mjc5NDA1NF5BMl5BanBnXkFtZTgwNjg5ODgwMzE@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",An explosives manufacturer suspects a young man is out to kill him. He calls in new parents Nick and Nora to sort things out.,
,,,
7832,"https://m.media-amazon.com/images/M/MV5BOWQ2NDlhYTYtZWE5Ny00YjdhLTgyMTgtZjlhYzJjZWQ3MDk3L2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Nick and Nora visit Nick's hometown, and end up involved in a murder.",
,,,
7833,"https://m.media-amazon.com/images/M/MV5BNjZjYTdiMmYtYWNmMy00NDZkLWJhYjItOGYwYTlmNDZlMDMwXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",Nick and Nora are at their wisecracking best as they investigate murder and racketeering at a local race track.,
,,,
7834,"https://m.media-amazon.com/images/M/MV5BYWNjMTRkOGMtOGMyZS00NTNlLTg5ZTctYTEzMWM1ZDExZjgzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Nick investigates the case of a missing man and later a murder that is connected to Nora's family.,
,,,
7835,"https://m.media-amazon.com/images/M/MV5BMjNlMTc2NmItOTMwMS00OGE3LTljMTYtOWQ3MzMwZjY0NGE3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Nick and Nora investigate the murder of a bandleader in New York.,
,,,
7839,"https://m.media-amazon.com/images/M/MV5BOGViYWFjN2EtMWZjNS00OGIwLTg1ODEtMmNhYjMzZmUzZWM1XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A series of misunderstandings on their fourth wedding anniversary lead an architect and his wife to break up, but he pretends to be insane and even poses as his own sister in order to win her back.",
,,,
7840,"https://m.media-amazon.com/images/M/MV5BNWMzZGEzYjUtNjZiNS00ZjJlLWEwYjMtYTRhOTA3NTMyNGYyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","In 19th century India, three British soldiers and a native waterbearer must stop a secret mass revival of the murderous Thuggee cult before it can rampage across the land.",
,,,
7841,"https://m.media-amazon.com/images/M/MV5BMTI3ODIwMTQ5OF5BMl5BanBnXkFtZTYwNTkwNDk5._V1_UX182_CR0,0,182,268_AL__QL50.jpg","The twins of Paul ""Muad'dib"" Atreides become embroiled in the political landscape of Arrakis (""Dune"") and the rest of the universe.",
,,,
7842,"https://m.media-amazon.com/images/M/MV5BMTU4MjMyMTkxN15BMl5BanBnXkFtZTYwODA5OTU5._V1._CR15,35,299,438_UY268_CR0,0,182,268_AL__QL50.jpg","A three-part miniseries on politics, betrayal, lust, greed and the coming of a Messiah. Based on Frank Herbert's classic science fiction novel.",
,,,
7843,"https://m.media-amazon.com/images/M/MV5BMTI3Mzk0MDIxMF5BMl5BanBnXkFtZTcwMTUxNTQyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Stefan and Kai have good going business, self-grown cannabis screened as pizza delivering service. For now they only have to deal with aphids.",
,,,
7844,"https://m.media-amazon.com/images/M/MV5BMTY4ODQxNDA1M15BMl5BanBnXkFtZTcwMDU5MjYxMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","This Hong Kong martial-arts extravaganza tells of evil emperors and true love. The secret Red Lotus Flower Society is committed to the overthrow of the evil Manchu Emperor and his minions. ...
                    See full summary��",
,,,
7845,"https://m.media-amazon.com/images/M/MV5BNWI0MjY1NjgtYzI0MS00Yzg4LWIyNzgtZmY4YmJmOTNjYTg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL__QL50.jpg","Earl Bassett, now a washed-up ex-celebrity, is hired by a Mexican oil company to eradicate a Graboid epidemic that's killing more people each day. However, the humans aren't the only one with a new battle plan.",
,,,
7846,"https://m.media-amazon.com/images/M/MV5BZjg2MjNlMWEtZjMwZS00ZDc4LTkxNGQtOGRlMGI2ZDA5ZDRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","The now famous Burt Gummer returns to his hometown of Perfection, Nevada for the first time in years, but the deadliest Graboid evolution yet forces him to save the town he swore to protect.",
,,,
7879,"https://m.media-amazon.com/images/M/MV5BMTk1OTQ4OTA3NV5BMl5BanBnXkFtZTcwOTQyNTEyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A film of Margaret Cho's one-woman stand-up show, in which she presents her take on modern sexual topics and minority issues.",
,,,
7882,"https://m.media-amazon.com/images/M/MV5BNTdkM2IxMTgtMzI4NC00MDM2LWE4ZGYtMDgyY2I2NDIxNTcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","Young workers are dying because of a mysterious epidemic in a little village in Cornwall. Doctor Thompson is helpless and asks professor James Forbes for help. The professor and his ...
                    See full summary��",
,,,
7883,"https://m.media-amazon.com/images/M/MV5BZjQzMzliN2YtYTVhNC00Zjc4LThjMmYtMTE0ZGUzMWNmYzJlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A Canadian nurse is hired to care for the wife of a sugar plantation owner, who has been acting strangely, on a Caribbean island.",
,,,
7884,"https://m.media-amazon.com/images/M/MV5BYjQxN2I0Y2UtNjVkNy00N2MwLThkNmEtZDdkMjBhYWY5YTFhXkEyXkFqcGdeQXVyMjAxMjEzNzU@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A small-town barber goes on a road trip from Thunder Bay to New Orleans with an unpredictable woman and a coffin.,
,,,
7888,"https://m.media-amazon.com/images/M/MV5BMTc3MDI1ODIwNV5BMl5BanBnXkFtZTcwNjk0ODE0NA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Armed with the titular manual, an ambitious window washer seeks to climb the corporate ladder.",
,,,
7889,"https://m.media-amazon.com/images/M/MV5BNDU3NDA3YWEtM2ZlMi00NWNiLTliYWQtMmVmM2UwY2VlY2M5XkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons to bring down his old friend Billy the Kid.,
,,,
7891,"https://m.media-amazon.com/images/M/MV5BODA0MzRhYWMtMGUxYi00NmQyLWEyOWYtMGI4NjM3ZDE5NTEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","When a disease turns all of humanity into the living dead, the last man on earth becomes a reluctant vampire hunter.",
,,,
7894,"https://m.media-amazon.com/images/M/MV5BYjRmY2VjN2ItMzBmYy00YTRjLWFiMTgtNGZhNWJjMjk3YjZjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",An I.R.A. explosives expert on the run in Mexico meets an amoral Mexican bandit, together they are drawn into the Mexican revolution.
,,,
7895,"https://m.media-amazon.com/images/M/MV5BYmY2ZmUzMDMtZmZlYy00YmU5LWFiYjUtZmExNzRkODdkYWQyXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",An American barroom pianist and his prostitute girlfriend go on a road trip through the Mexican underworld to collect a bounty on the head of a dead gigolo.,
,,,
7896,"https://m.media-amazon.com/images/M/MV5BMjJkMjE1ZDYtYWY0ZS00MGNhLTgzODktMGZhYzRlYzVhMGFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",An ex-union soldier is hired to transport gold from a mining community through dangerous territory. But what he doesn't realize is that his partner and old friend is plotting to double-cross him.,
,,,
7899,"https://m.media-amazon.com/images/M/MV5BZWI5YzljNTktODUxMC00NjkwLTg2MDYtNjIxYzdiMzY1MGI4XkEyXkFqcGdeQXVyMzc2MDEwOTY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","After his students are killed by the One Armed Boxer, a vengeful and blind Kung Fu expert travels to a village where a martial arts contest is being held and vows to behead every one armed man he comes across.",
,,,
7900,"https://m.media-amazon.com/images/M/MV5BYzBiMTlmYmYtMzZjOS00YWI0LTgxMDItZmU5OTMwYmQwMWU0L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Baron Frankenstein is once again working with illegal medical experiments. Together with a young doctor, Karl and his fianc�e Anna, they kidnap the mentally sick Dr. Brandt, to perform the ...
                    See full summary��",
,,,
7916,"https://m.media-amazon.com/images/M/MV5BMjI4ODQzMjgxNl5BMl5BanBnXkFtZTgwOTQzMTkwMzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A young girl discovers surfing and love (in that order) during one transitive summer.,
,,,
7920,"https://m.media-amazon.com/images/M/MV5BMTdjNWYyMGUtNzQ4Yy00Mzg1LWI1MmUtMWZiYTAyYThiYTlmL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A neurotic society woman murders her husband with the help of her maid and, on the lam, escape to Mortville, a homeless community ruled over by a fascist queen.",
,,,
7924,"https://m.media-amazon.com/images/M/MV5BNDVlMTFkYWUtYTU1NC00ZmMzLThkMGItODhlYjJhZWExYjE3XkEyXkFqcGdeQXVyMzAxNjg3MjQ@._V1_UY268_CR12,0,182,268_AL__QL50.jpg","During a sweltering summer, a rookie homicide detective tries to track down his stolen Colt pistol.",
,,,
7925,"https://m.media-amazon.com/images/M/MV5BYjJkN2Y5MTktZDRhOS00NTUwLWFiMzEtMTVlNWU4ODM0Y2E5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR3,0,182,268_AL__QL50.jpg","Lured by gold, two greedy peasants escort a man and woman across enemy lines. However, they do not realize that their companions are actually a princess and her general.",
,,,
7926,"https://m.media-amazon.com/images/M/MV5BZGQ1NWZlYjctNDJmOS00MmU2LTg1ODItNmZiM2ZkNzJhNDI0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.,
,,,
7930,"https://m.media-amazon.com/images/M/MV5BNGQ4OTI4NmUtZDI1Mi00NTA2LWFlY2YtYWVmNjgzYmFmZjIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Two adults and a juvenile break into a house occupied by a brother and sister and their stolen children. There, they must fight for their lives.",
,,,
7932,"https://m.media-amazon.com/images/M/MV5BMjA5NjM1NjM0OV5BMl5BanBnXkFtZTcwMjUxMDgyMQ@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",A cinematic portrait of the homeless population who live permanently in the underground tunnels of New York City.,
,,,
7934,"https://m.media-amazon.com/images/M/MV5BMGUwMjM0MTEtOGY2NS00MjJmLWEyMDAtYmNkMWJjOWJlNGM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",
,,,
7936,"https://m.media-amazon.com/images/M/MV5BOTMxZmNiMTQtYTI3NS00ODUxLThjYjQtMTU2M2JmMjMzYjcxXkEyXkFqcGdeQXVyNjMwOTA1MDM@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","In the midst of a civil war, former violinists Jan and Eva Rosenberg, who have a tempestuous marriage, run a farm on a rural island. In spite of their best efforts to escape their homeland, the war impinges on every aspect of their lives.",
,,,
7937,"https://m.media-amazon.com/images/M/MV5BZWJiYWYzZGEtYzc1OC00MjZiLWExMmUtMTcxNjE1MTgxMTFmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTAwNzgxMzQ@._V1_UY268_CR9,0,182,268_AL__QL50.jpg","Two estranged sisters, Ester and Anna, and Anna's 10-year-old son travel to the Central European country on the verge of war. Ester becomes seriously ill and the three of them move into a hotel in a small town called Timoka.",
,,,
7938,"https://m.media-amazon.com/images/M/MV5BZmNiNDNkMTgtZWIyMi00NGZlLWEyMjktNTVkMTc4ZTZkZjIxXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",A small town priest struggles with his faith.,
,,,
7939,"https://m.media-amazon.com/images/M/MV5BNTM0MjcxN2MtNWVkMS00YmM5LTgzZTktNWY5NThjNTFjM2Y5XkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_UY268_CR1,0,182,268_AL__QL50.jpg","Recently released from a mental hospital; Karin rejoins her emotionally disconnected family and their island home, only to slip from reality as she begins to believe she is being visited by God.",
,,,
7940,"https://m.media-amazon.com/images/M/MV5BMzU0MDQ5ZjEtYmQ0MS00ZDA0LTkxNDEtODUzOTUyOWYxMzQzXkEyXkFqcGdeQXVyODQ0OTczOQ@@._V1_UY268_CR5,0,182,268_AL__QL50.jpg","A traveling magician and his assistants are persecuted by authorities in Sweden of the 19th century. Their captures, however, didn't bring victory to those in power.",
,,,
7943,"https://m.media-amazon.com/images/M/MV5BNGZmNmJhY2YtMjhjNy00YThhLTk5MWItNDU2NTZhNzg1MTYwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Hit men kill an unresisting victim, and investigator Reardon uncovers his past involvement with beautiful, deadly Kitty Collins.",
,,,
7944,"https://m.media-amazon.com/images/M/MV5BYTJiMDAyNzctMTBhYi00OTQ4LWEyNGMtYzI5M2MzNDA0YjgwXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A defrocked Episcopal clergyman leads a bus-load of middle-aged Baptist women on a tour of the Mexican coast and comes to terms with the failure haunting his life.,
,,,
7951,"https://m.media-amazon.com/images/M/MV5BMmFlMWFiM2ItNWQ1Yy00ZDE2LWEzNmUtOTE0MDM4YjVjNmYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A troubled young man is drawn to a mythical place called Midian where a variety of friendly monsters are hiding from humanity. Meanwhile, a sadistic serial killer is looking for a patsy.",
,,,
7976,"https://m.media-amazon.com/images/M/MV5BZDU4ZTVjMmMtYmY2My00YmQxLTliODItYWVlMzFlMWYwZjg3XkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Ken Park is about several Californian skateboarders' lives and relationships with and without their parents.,
,,,
7979,"https://m.media-amazon.com/images/M/MV5BN2E3ZWM3ODEtYmUzNC00MzE1LWE5ZDgtYjg2NDAwODczOWZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",A film about the greatest pre-Woodstock rock music festival.,
,,,
7980,"https://m.media-amazon.com/images/M/MV5BMTczNjg0MzQyM15BMl5BanBnXkFtZTcwMjY0NjAzNA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Operation Market Garden, September 1944: The Allies attempt to capture several strategically important bridges in the Netherlands in the hope of breaking the German lines. However, mismanagement and poor planning result in its failure.",
,,,
7981,"https://m.media-amazon.com/images/M/MV5BM2U0NTcxOTktN2MwZS00N2Q2LWJlYWItMTg0NWIyMDIxNzU5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR5,0,182,268_AL__QL50.jpg","A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.",
,,,
7982,"https://m.media-amazon.com/images/M/MV5BZDc2ZmYzMzEtZDA2My00MDViLTkwYzAtNjZjYmFiZjVkYzcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR2,0,182,268_AL__QL50.jpg",A family is haunted by the tragedies of deaths within the family.,
,,,
7983,"https://m.media-amazon.com/images/M/MV5BMTkwMDQ4MjMwNF5BMl5BanBnXkFtZTcwNTM4OTYwNA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","In his attempts to reconcile a lounge singer with his mistress, a hapless talent agent is mistaken as her lover by a jealous gangster.",
,,,
7984,"https://m.media-amazon.com/images/M/MV5BYjc3ZjQ4YWQtNGFlOS00YmZiLTllZDctYTM3MDNmMTY4N2VjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immediately attacked by terrible life forms.",
,,,
7986,"https://m.media-amazon.com/images/M/MV5BMGVmNjRiMTYtNDlmNC00ZTk0LWI4ZjMtMGEzMGYwMDhiOGMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","It is post-World War III. War is outlawed. In its place, are matches between large Robots called Robot Jox. These matches take place between two large superpowers over disputed territories....
                    See full summary��",
,,,
7987,"https://m.media-amazon.com/images/M/MV5BMTA4YWZiMDMtZTYzYi00N2EzLTk0NDctZGE1YWZjNjM1N2I1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",A group of people stop by a mansion during a storm and discover two magical toy makers and their haunted collection of dolls.,
,,,
7988,"https://m.media-amazon.com/images/M/MV5BYjZkMzkxMzgtNmZhMC00ODc3LTllMmYtMTRlODhiZjBjOWU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR2,0,182,268_AL__QL50.jpg","A space trucker and his cute fiancee are on their way from a space station to Earth with an unknown cargo. When space pirates hijack them, 5000 disintegrator robots are found in the cargo.",
,,,
7991,"https://m.media-amazon.com/images/M/MV5BMTRhMjM1YWItMzI4Zi00MDVkLTk0YjgtNWRjZThjM2I3MDE0XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","In a dystopian future, a cross country automobile race requires contestants to run down innocent pedestrians to gain points that are tallied based on each kill's brutality.",
,,,
7993,"https://m.media-amazon.com/images/M/MV5BZWIxMWI3NTktMjkwYy00ZTc4LWFjMjktNDBkOTAzYjc1YjI4XkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A dim-witted busboy finds acclaim as an artist for a plaster-covered dead cat that is mistaken as a skillful statuette. The desire for more praise soon leads to an increasingly deadly series of works.,
,,,
8008,"https://m.media-amazon.com/images/M/MV5BZDIxMjM4MWEtMTcxMC00ZjcwLTkxOTEtNzIwNGU1YjNiMTlkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Two Americans on a hunting trip in Scotland become lost. They encounter a small village, not on the map, called Brigadoon, in which people harbor a mysterious secret, and behave as if they were still living two hundred years in the past.",
,,,
8010,"https://m.media-amazon.com/images/M/MV5BMjQ1NTYxOGYtNzc5MC00ZDY2LWE1ODctNmZjMzliYmNlMWMzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","An English boy, living in Africa during World War II, through his boxing prowess, becomes a symbol of hope, in a time of war.",
,,,
8011,"https://m.media-amazon.com/images/M/MV5BMTI2MTU5Njc3M15BMl5BanBnXkFtZTcwNzA2NzUyMQ@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","The remarkable story of The Weather Underground, radical activists of the 1970s, and of radical politics at its best and most disastrous.",
,,,
8012,"https://m.media-amazon.com/images/M/MV5BM2IyMzNkYzMtMmYzNC00MDFhLTkxN2EtNGNmMmQyMjY3NTg1XkEyXkFqcGdeQXVyOTcyNDU5MDA@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","A young, naive boy sets out alone on the road to find his wayward mother. Soon he finds an unlikely protector in a crotchety man and the two have a series of unexpected adventures along the way.",
,,,
8014,"https://m.media-amazon.com/images/M/MV5BMTI0ODMwOTIxOV5BMl5BanBnXkFtZTcwMzE2NDUyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A boy is raised by a Buddhist monk on an isolated floating temple where the years pass like the seasons.,
,,,
8015,"https://m.media-amazon.com/images/M/MV5BODc3NTEyNmEtYmU0My00NTJlLWI1NjQtYTAxZTAxOTIwNDUwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Milo is a boy who is bored with life. One day he comes home to find a toll booth in his room. Having nothing better to do, he gets in his toy car and drives through - only to emerge in a world full of adventure.",
,,,
8016,"https://m.media-amazon.com/images/M/MV5BZWU1NDNmZTAtNDlhYy00MmY0LTlhMWUtZGNiNzA2ODA5MDY1XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A recently released ex-con and his loyal wife go on the run after a heist goes awry.,
,,,
8019,"https://m.media-amazon.com/images/M/MV5BOTRmYzUxMWYtM2Q3Ni00ODQ0LTk4YmYtNDE4MDgzYzg4YWNlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",A mother and her 6 year old daughter move into a creepy apartment whose every surface is permeated by water.,
,,,
8024,"https://m.media-amazon.com/images/M/MV5BNDY1OTczNzc0OV5BMl5BanBnXkFtZTcwMzk1ODEzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A group of newcomers to the country music business seek love and stardom.,
,,,
8025,"https://m.media-amazon.com/images/M/MV5BMTc4NDU4MDgyNl5BMl5BanBnXkFtZTcwODA3NzU4Mg@@._V1_UY268_CR2,0,182,268_AL__QL50.jpg",A woman meets a man who isn't the right man for her - but she hasn't realised it yet...,
,,,
8033,"https://m.media-amazon.com/images/M/MV5BYTk4MTBjY2QtMjNiOS00MWZmLWE4MTUtMjc0NDA3YzE2ZTkxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Romantic comedy about a woman who must steal a statue from a Paris museum to help conceal her father's art forgeries, and the man who helps her.",
,,,
8035,"https://m.media-amazon.com/images/M/MV5BNTQxY2JmNjctODk5MC00ODkzLWE4YjQtNzAzNTNmNWZlZjNmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",A young policewoman slowly goes insane while tracking down an elusive serial rapist/killer through Italy when she herself becomes a victim of the brutal man's obsession.,
,,,
